title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
Love in the Afternoon,Eric Rohmer,France,348,https://www.criterion.com/films/794-love-in-the-afternoon,https://s3.amazonaws.com/criterion-production/films/8b31c4eb976dac03a513245541b7d673/LaKAObX8xIxIrEidmJENGopI1oAboE_thumbnail.jpg,1969,1.33:1,Color,"Though happily married to his adoring wife Hélène, with whom he is expecting a second child, the thoroughly bourgeois business executive Frédéric cannot banish from his mind the multitude of attractive Parisian women who pass him by every day. His flirtations and fantasies remain harmless until Chloé (played by the mesmerizing Zouzou), an audacious, unencumbered old flame, shows up at his office, embodying the first genuine threat to Frédéric’s marriage. The luminous final chapter to Rohmer’s ""Moral Tales"" is a tender, sobering, and wholly adult affair that leads to perhaps the most overwhelmingly emotional moment in the entire series.",/shop/browse?director=rohmer-eric,93,French,FR,Europe,1.33
Love Is Colder Than Death,Rainer Werner Fassbinder,Germany,,https://www.criterion.com/films/27959-love-is-colder-than-death,https://s3.amazonaws.com/criterion-production/films/712c12096105e4c5483714e2cf380808/X3YUksmp7CjOyIcaeTayNRytft3xYi_thumbnail.jpg,1979,1.78:1,Black & White,"For his feature debut, Rainer Werner Fassbinder fashioned an acerbic, unorthodox crime drama about a love triangle involving the small-time pimp Franz (Fassbinder), his prostitute girlfriend, Joanna (future Fassbinder mainstay Hanna Schygulla), and his gangster friend Bruno (Ulli Lommel). With its minimalist tableaux and catalog of New Wave and Hollywood references, this is a stylishly nihilistic cinematic statement of intent.",/shop/browse?director=fassbinder-rainer-werner,89,German,DE,Europe,1.78
Love on the Run,François Truffaut,France,188,https://www.criterion.com/films/734-love-on-the-run,https://s3.amazonaws.com/criterion-production/films/f12712d429f132238e2a51105d464aa8/T6uof6AqIZX5tVy2rrsE3VSKtEqNNg_thumbnail.jpg,1929,1.66:1,Color,"Antoine Doinel strikes again! In the final chapter of François Truffaut’s saga, we find Doinel (Jean-Pierre Léaud), now in his thirties, convivially concluding his marriage, enjoying moderate success as a novelist, and clinging to his romantic fantasies. The newly single Doinel finds a new object of his affections in Sabine, a record store salesgirl whom he pursues with the fervid belief that without love, one is nothing. Along the way, he renews his acquaintance with previous loves and confronts his own chaotic past. In Love on the Run, Antoine Doinel is still in love and because he’s still in love, he’s still alive.",/shop/browse?director=truffaut-francois,95,French,FR,Europe,1.66
The Love Parade,Ernst Lubitsch,United States,,https://www.criterion.com/films/898-the-love-parade,https://s3.amazonaws.com/criterion-production/films/b6fda80b88dd590dc56878501aae2568/n8kah0VDW58jxyzyhS5dYkHljUVfyP_thumbnail.jpg,1958,1.33:1,Black & White,"Ernst Lubitsch’s first ""talking picture"" was also Hollywood's first movie musical to integrate songs with narrative. Additionally, The Love Parade made stars out of toast-of-Paris Maurice Chevalier and girl-from-Philly Jeanette MacDonald, cast as a womanizing military attaché and the man-hungry queen of ""Sylvania."" With its naughty innuendo and satiric romance, The Love Parade opened the door for a decade of witty screen battles of the sexes.",/shop/browse?director=lubitsch-ernst,109,English,US,North America,1.33
The Lovers,Louis Malle,France,429,https://www.criterion.com/films/539-the-lovers,https://s3.amazonaws.com/criterion-production/films/3131ec3285f60f1acc9c90c8b42a1d5f/RofcqCXxGhvqtfNczxIk9a9ijuZSCI_thumbnail.jpg,1965,2.35:1,Black & White,"Louis Malle unveiled the natural beauty of Jeanne Moreau in his breakthrough, Elevator to the Gallows. With his follow-up, the scandalous smash The Lovers (Les amants), he made her a star once and for all. A deeply felt and luxuriously filmed fairy tale for grown-ups, perched on the edge between classical and New Wave cinemas, The Lovers presents Moreau as a restless bourgeois wife whose eye wanders from both her husband and her lover to an attractive passing stranger (Jean-Marc Bory). Thanks to its frank sexuality, The Lovers caused quite a stir, being censored and attacked for obscenity around the world. If today its shock has worn off, its glistening sensuality and seductive storytelling haven't aged a day.",/shop/browse?director=malle-louis,90,French,FR,Europe,2.35
Loves of a Blonde,Miloš Forman,Czech Republic,144,https://www.criterion.com/films/246-loves-of-a-blonde,https://s3.amazonaws.com/criterion-production/films/0d9221dc6c6888f70ff2138706dc7bc2/DgNDc3SgTe80p7vTi0Huc6tr7BPNWp_thumbnail.jpg,1984,1.33:1,Black & White,"With sixteen women to each man, the odds are against Andula in her desperate search for love—that is, until a rakish piano player visits her small factory town and temporarily eases her longings. A tender and humorous look at Andula’s journey, from the first pangs of romance to its inevitable disappointments, Loves of a Blonde (Lásky jedné plavovlásky) immediately became a classic of the Czech New Wave and earned Milos Forman the first of his Academy Award nominations.",/shop/browse?director=forman-milos,82,Czech,CZ,Europe,1.33
Love Streams,John Cassavetes,United States,721,https://www.criterion.com/films/28032-love-streams,https://s3.amazonaws.com/criterion-production/films/ae5332041a8aa75000e2b5616f3ba6ae/9jjKsvHZbYeUyVTtHzKFb6JBlGLEo0_thumbnail.jpg,1936,1.85:1,Color,"The electric filmmaking genius John Cassavetes and his brilliant wife and collaborator Gena Rowlands give luminous, fragile performances as two closely bound, emotionally wounded souls who reunite after years apart. Exhilarating and risky, mixing sober realism with surreal flourishes, Love Streams is a remarkable film that comes at the viewer in a torrent of beautiful, erratic feeling. This inquiry into the nature of love in all its forms was Cassavetes’s last truly personal work.",/shop/browse?director=cassavetes-john,141,English,US,North America,1.85
The Lower Depths,Jean Renoir,France,,https://www.criterion.com/films/870-the-lower-depths,https://s3.amazonaws.com/criterion-production/films/18edf0e45ef525e94a2f216ec8c0ac0c/ssmWoOUy6rJctS1cNG45DNWrlpulXN_thumbnail.jpg,,1.33:1,Black & White,"Jean Renoir and Akira Kurosawa, two of cinema's greatest directors, transform Maxim Gorky's classic proletariat play The Lower Depths in their own ways for their own times. Renoir, working amidst the rise of Hitler and the Popular Front in France, had need to take license with the dark nature of Gorky's source material, softening its bleak outlook. Kurosawa, firmly situated in the postwar world, found little reason for hope. He remained faithful to the original with its focus on the conflict between illusion and reality—a theme he would return to over and over again. Working with their most celebrated actors (Gabin with Renoir; Mifune with Kurosawa), each film offers a unique look at cinematic adaptation—where social conditions and filmmaking styles converge to create unique masterpieces.",/shop/browse?director=renoir-jean,89,French,FR,Europe,1.33
The Lower Depths,Jean Renoir,France,,https://www.criterion.com/films/870-the-lower-depths,https://s3.amazonaws.com/criterion-production/films/18edf0e45ef525e94a2f216ec8c0ac0c/ssmWoOUy6rJctS1cNG45DNWrlpulXN_thumbnail.jpg,,1.33:1,Black & White,"Jean Renoir and Akira Kurosawa, two of cinema's greatest directors, transform Maxim Gorky's classic proletariat play The Lower Depths in their own ways for their own times. Renoir, working amidst the rise of Hitler and the Popular Front in France, had need to take license with the dark nature of Gorky's source material, softening its bleak outlook. Kurosawa, firmly situated in the postwar world, found little reason for hope. He remained faithful to the original with its focus on the conflict between illusion and reality—a theme he would return to over and over again. Working with their most celebrated actors (Gabin with Renoir; Mifune with Kurosawa), each film offers a unique look at cinematic adaptation—where social conditions and filmmaking styles converge to create unique masterpieces.",/shop/browse?director=kurosawa-akira,125,Japanese,FR,Europe,1.33
The Lower Depths,Akira Kurosawa,Japan,,https://www.criterion.com/films/857-the-lower-depths,https://s3.amazonaws.com/criterion-production/films/9dcecbfcb9d84e037bcdfbcd1e6b3dc9/Y4cPFzSZbE23XAdEGCQ2Ydszik9QwM_thumbnail.jpg,1942,1.33:1,Black & White,"Jean Renoir and Akira Kurosawa, two of cinema's greatest directors, transform Maxim Gorky's classic proletariat play The Lower Depths in their own ways for their own times. Renoir, working amidst the rise of Hitler and the Popular Front in France, had need to take license with the dark nature of Gorky's source material, softening its bleak outlook. Kurosawa, firmly situated in the postwar world, found little reason for hope. He remained faithful to the original with its focus on the conflict between illusion and reality—a theme he would return to over and over again. Working with their most celebrated actors (Gabin with Renoir; Mifune with Kurosawa), each film offers a unique look at cinematic adaptation—where social conditions and filmmaking styles converge to create unique masterpieces.",/shop/browse?director=renoir-jean,89,French,JP,Asia,1.33
The Lower Depths,Akira Kurosawa,Japan,,https://www.criterion.com/films/857-the-lower-depths,https://s3.amazonaws.com/criterion-production/films/9dcecbfcb9d84e037bcdfbcd1e6b3dc9/Y4cPFzSZbE23XAdEGCQ2Ydszik9QwM_thumbnail.jpg,1942,1.33:1,Black & White,"Jean Renoir and Akira Kurosawa, two of cinema's greatest directors, transform Maxim Gorky's classic proletariat play The Lower Depths in their own ways for their own times. Renoir, working amidst the rise of Hitler and the Popular Front in France, had need to take license with the dark nature of Gorky's source material, softening its bleak outlook. Kurosawa, firmly situated in the postwar world, found little reason for hope. He remained faithful to the original with its focus on the conflict between illusion and reality—a theme he would return to over and over again. Working with their most celebrated actors (Gabin with Renoir; Mifune with Kurosawa), each film offers a unique look at cinematic adaptation—where social conditions and filmmaking styles converge to create unique masterpieces.",/shop/browse?director=kurosawa-akira,125,Japanese,JP,Asia,1.33
Lumière d’été,Jean Grémillon,France,,https://www.criterion.com/films/28125-lumi-re-d-t,https://s3.amazonaws.com/criterion-production/films/2246578d818804de9a010ec2f6761940/LS7nGzD3CGCHvbfnW7CFToCn83HJRf_thumbnail.jpg,2015,1.33:1,Black & White,"A shimmering glass hotel at the top of a remote Provençal mountain provides the setting for a tragicomic tapestry about an obsessive love pentangle, whose principals range from an artist to a hotel manager to a dam worker. Scripted by Jacques Prévert and Pierre Laroche, the film was banned from theaters for the duration of the occupation for its dark portrayal of the hedonistic excesses of the ruling class. Today, it is often singled out as Jean Grémillon’s greatest achievement.",/shop/browse?director=gremillon-jean,110,French,FR,Europe,1.33
The Lure,Agnieszka Smoczyńska,Poland,896,https://www.criterion.com/films/29061-the-lure,https://s3.amazonaws.com/criterion-production/films/8815a1cbdd19eb04dd2d741a171d0797/z2YwfsEwnceJMfMhzJLZKOOWMCM21F_thumbnail.jpg,1931,2.39:1,Color,"This genre-defying horror-musical mash-up—the bold debut of Polish director Agnieszka Smoczyńska—follows a pair of carnivorous mermaid sisters drawn ashore to explore life on land in an alternate 1980s Poland. Their tantalizing siren songs and otherworldly auras make them overnight sensations as nightclub singers in the half-glam, half-decrepit world of Smoczyńska’s imagining. The director gives fierce teeth to her viscerally sensual, darkly feminist twist on Hans Christian Andersen’s “The Little Mermaid,” in which the girls’ bond is tested and their survival threatened after one sister falls for a human. A coming-of-age fairy tale with a catchy synth-fueled soundtrack, outrageous song-and-dance numbers, and lavishly grimy sets, The Lure explores its themes of emerging female sexuality, exploitation, and the compromises of adulthood with savage energy and originality.",/shop/browse?director=smoczynska-agnieszka,92,Polish,PL,Europe,2.39
