                                                                                                                                                                                                                                                          ,,,,,,,
"Source: USCIS, data as of Nov. 30, 2018. Notes: All data is based on petitions approved during the fiscal year for both initial employment and continuing employment. Petitions approved in a fiscal year may be filed in previous fiscal years. Per USCIS best practices, units of less than 10 beneficiaries are masked to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter ""H"" replaces the value from which one could deduce the value of ""D"". While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different. Missing Education means the USCIS electronic data storage system does not capture the education field. Median salary is based on data reported by the petitioner in the petition and may include part-time employment or may be reported inaccurately. Because USCIS data systems do not include hours worked, we are unable to identify salaries earned from part-time employment. Instead of the required degree, a beneficiary may qualify based on a combination of education, training, and/or progressively responsible experience in the specialty that is equivalent to the completion of such a degree, and recognition of expertise in the specialty through progressively responsible positions directly related to the specialty. We excluded employers without tax identification numbers in our system. The H-1B petition may be used to sponsor an alien currently in a different nonimmigrant classification, or with no classification if outside the U.S., for an initial period of H-1B employment (see “initial employment” column below), or to extend or change the authorized stay of an alien currently in H-1B status (see “continuing employment” column below). An employer may file an H-1B petition to sponsor an alien who currently has H-1B nonimmigrant status working for another employer or to amend a previously approved petition; these petitions are counted in the “continuing employment” column below. Initial employment includes both cap-subject and cap-exempt petitions.",,,,,,,
Employer Tax ID     (Last 4 Digits),Employer Name, Number of Beneficiaries ,,, Median Salary , Beneficiary Degree/Dipolma ,
5386,EJ2 COMMUNICATIONS INC DBA FLASHPO, D ,   , H ,"140,000", Master's , D 
3661,US CHINA REAL EST INVESTMENT CTR L, D ,   , H ,"62,000", Master's , D 
3174,GREENSMITH ENERGY MGMT SYSTEMS INC,   , D , H ,"130,000", Master's , D 
269,VINCE & ASSO CLINICAL RESEARCH INC, D ,   , H ,"175,000", Master's , D 
5677,ROK MOBILE INC,   , D , H ,"135,000", Bachelor's , D 
3863,MATTER INC,   , D , H ,"67,000", Bachelor's , D 
3553,PERKINFOTECH INC,   , D , H ,"82,350", Master's , D 
6986,NETSOLACE INC, D ,   , H ,"110,000", Bachelor's , D 
1456,AEM REAL ESTATE INC DBA AEM LOAN, D ,   , H ,"65,920", Master's , D 
8553,INVESTEC ASSET MGT NORTH AMERICA I,   , D , H ,"86,187", Bachelor's , D 
8464,NEW UNIVISION ENTERPRISES LLC UNIV,   , D , H ,"74,400", Bachelor's , D 
7619,DONGHEE ALABAMA LLC,   , D , H ,"47,902", Bachelor's , D 
5473,ITALKBB MEDIA INC,   , D , H ,"53,000", Master's , D 
4899,HUA DA REAL ESTATE INVESTMENT INC, D ,   , H ,"26,010", Bachelor's , D 
4763,LUCEY CORP DBA LM GLOBAL PARTNERS,   , D , H ,"146,000", Master's , D 
4693,CEDAR PLAZA VET CLINIC INC,   , D , H ,"94,493", Master's , D 
2282,MIDWEST GROUP INC, D ,   , H ,"39,229", Master's , D 
2114,TIGER LIFESCIENCE INC, D ,   , H ,"105,734", Master's , D 
286,AIBAOBAO INTL ED LLC DBA MONTESSOR, D ,   , H ,"40,040", Bachelor's , D 
248,INDIA CAST US LTD,   , D , H ,"75,000", Master's , D 
9222,HIGH FIDELITY INC, D ,   , H ,"125,000", Master's , D 
5719,NEOCIS INC,   , D , H ,"100,000", Master's , D 
2614,STUDIO MELLONE LLC,   , D , H ,"83,000", Bachelor's , D 
8745,IEA MANAGEMENT SERVICES INC,   , D , H ,"68,000", Master's , D 
6304,MONOLITH SEMICONDUCTOR INC,   , D , H ,"82,098", Master's , D 
5843,RIVORE METALS LLC, D ,   , H ,"75,380", Master's , D 
8197,RING CONTAINER TECHNOLOGIES,   , D , H ,"115,000", Master's , D 
7631,ROYSTONE CAPITAL MANAGEMENT LP, D ,   , H ,"200,000", Master's , D 
3651,COLUMBIA ACUPUNCTURE PC, D ,   , H ,"79,572", Bachelor's , D 
2541,TERRACOTTA FUND MGR LLC,   , D , H ,"125,000", Master's , D 
259,SCUD USA INC,   , D , H ,"66,448", Master's , D 
8774,MOBICA US INC, D ,   , H ,"111,000", Bachelor's , D 
6703,PERFICT GLOBAL INC,   , D , H ,"76,560", Master's , D 
4790,BALDERDASH INC DBA WONDER,   , D , H ,"140,000", Master's , D 
4528,STULL TECHNOLOGIES LLC,   , D , H ,"92,125", Master's , D 
4398,TEKMOXIE INC, D ,   , H ,"78,853", Master's , D 
3251,PATTERN ENERGY GROUP INC,   , D , H ,"136,712", Bachelor's , D 
1827,CIRRUS SYSTEMS INC, D ,   , H ,"67,000", Master's , D 
504,AUROHEALTH LLC, D ,   , H ,"90,000", Master's , D 
7150,RMH FRANCHISE HOLDINGS INC,   , D , H ,"60,000", Master's , D 
5604,BLISS ANAND AMERICA LLC, D ,   , H ,"66,040", Master's , D 
4363,LIFESTYLE HEARING CORP USA DBA AUD, D ,   , H ,"80,000", Doctorate , D 
3344,T INTL REALTY LLC DBA TRUMP INTL,   , D , H ,"60,000", Bachelor's , D 
2355,LAUNCHPAD INC DBA MAN CRATES, D ,   , H ,"85,000", Master's , D 
7936,VINCE LLC,   , D , H ,"135,000", Master's , D 
4138,ROYOLE CORPORATION, D ,   , H ,"80,000", Bachelor's , D 
3725,REALTEX INC,   , D , H ,"76,648", Master's , D 
2001,AMERICAN TONGZHOU COTTON TRADING,   , D , H ,"65,000", Master's , D 
9946,ILM 360 LLC, D ,   , H ,"56,680", Bachelor's , D 
5683,CPH STRUCTURAL ENGINEERING INC,   , D , H ,"67,500", Master's , D 
4612,ICT INC,   , D , H ,"72,000", Master's , D 
3282,NEUROTRACK TECHNOLOGIES INC,   , D , H ,"160,000", Master's , D 
2612,SOCIALREP INC,   , D , H ,"58,000", Master's , D 
2122,PINNACLEAIS TECHNOLOGY LLC,   , D , H ,"128,200", Bachelor's , D 
5393,YOUNG CONSTRUCTION CORPORATION INC,   , D , H ,"55,078", Bachelor's , D 
4030,GMC MERCANTILE CORP,   , D , H ,"60,060", Bachelor's , D 
3816,QUILLU INC,   , D , H ,"184,558", Bachelor's , D 
9963,NOVA ENGINEERING LTD, D ,   , H ,"68,037", Master's , D 
6537,INSOURCE DIAGNOSTICS CORP,   , D , H ,"85,000", Doctorate , D 
1728,LARAMIE ENERGY LLC,   , D , H ,"210,000", Bachelor's , D 
6415,MEDDATAGROUP LLC, D ,   , H ,"68,000", Master's , D 
4047,ETRIGUE CORPORATION INC,   , D , H ,"42,328", Bachelor's , D 
465,EVERTRUE INC,   , D , H ,"112,500", Master's , D 
8958,AMERICAN ORTHOPEDIC FOUNDATION D/B, D ,   , H ,"50,500", Professional Degree , D 
8497,FELIX CALLS LLC, D ,   , H ,"71,510", Master's , D 
7502,PLAZA CONSTRUCTION GR FLORIDA LLC,   , D , H ,"96,000", Master's , D 
5830,NORSTAR SHIPPING USA LLC,   , D , H ,"210,000", High School , D 
4304,U S WELL SVCS LLC,   , D , H ,"104,760", Master's , D 
2681,QIC US INVESTMENT SERVICES INC,   , D , H ,"150,000", Master's , D 
775,GEORGIA RADIOLOGY IMAGING,   , D , H ,"400,000", Professional Degree , D 
8351,ENERGY SQUARED TX L L C, D ,   , H ,"62,500", Master's , D 
4004,VENARI RESOURCES LLC,   , D , H ,"250,000", Master's , D 
3883,SUPERPOWER INC,   , D , H ,"71,573", Master's , D 
2125,NORTHERN ENGRAVING CORPORATION, D ,   , H ,"64,377", Master's , D 
9365,ATLAS RFID SOLUTIONS LLC,   , D , H ,"137,000", Doctorate , D 
5543,PROSWEETZ INGREDIENTS INC, D ,   , H ,"45,000", Master's , D 
5526,TPG GLOBAL LLC,   , D , H ,"275,000", Professional Degree , D 
819,KEMNAY ADVISORY SERVICES INC, D ,   , H ,"100,000", Master's , D 
7522,TALKDESK INC,   , D , H ,"140,000", Master's , D 
5066,THE INNOVATION INSTITUTE, D ,   , H ,"91,562", Master's , D 
6873,SYDELL GROUP LLC, D ,   , H ,"70,000", Master's , D 
5468,SNP TRANSFORMATIONS INC, D ,   , H ,"85,000", Master's , D 
3142,BAYINFOTECH LLC,   , D , H ,"120,000", Bachelor's , D 
3044,FIRSTSOURCE TRANSACTION SVCS LLC,   , D , H ,"91,686", Bachelor's , D 
8475,TRESATA INC,   , D , H ,"110,000", Master's , D 
6191,UNCHARTED PLAY INC, D ,   , H ,"80,000", Master's , D 
4123,BMR HEALTH SERVICES INC, D ,   , H ,"67,000", Master's , D 
6442,MINDBLOOM PRESCHOOL, D ,   , H ,"39,000", Master's , D 
165,SPIGOT INC,   , D , H ,"80,000", Master's , D 
6631,SOURCEMAP INC, D ,   , H ,"100,000", Master's , D 
1553,HYDROZONIX LLC,   , D , H ,"125,000", Master's , D 
7126,CARDFLIGHT INC,   , D , H ,"70,000", Master's , D 
957,BELLA INTERNATIONAL TEXTILE INC, D ,   , H ,"43,000", Bachelor's , D 
6127,SIMCERE OF AMERICA INC,   , D , H ,"84,000", Master's , D 
4463,IT SUGGEST INC,   , D , H ,"75,100", Master's , D 
871,MUENGINEERS INC, D ,   , H ,"68,000", Master's , D 
1477,ATKORE INTL INC,   , D , H ,"85,000", Master's , D 
6504,ELLIE LLC, D ,   , H ,"45,948", Doctorate , D 
4126,GREAT ZND LLC,   , D , H ,"53,394", Bachelor's , D 
8215,UIGLOBALBRANDSLLC, D ,   , H ,"45,136", Master's , D 
5667,GTCR LLC, D ,   , H ,"300,000", Bachelor's , D 
2675,CENTRIX GROUP LLC, D ,   , H ,"65,000", Master's , D 
9535,METROPOLITAN ART CTR AND SVCS INC,   , D , H ,"27,854", Bachelor's , D 
2661,OCI GROUP LLC,   , D , H ,"45,000", Bachelor's , D 
4004,STAR MOUNTAIN FUND MANAGEMENT LLC, D ,   , H ,"130,000", Master's , D 
5448,AERONATE INC, D ,   , H ,"31,200", Bachelor's , D 
4079,EARTHPORT NORTH AMERICA INC,   , D , H ,"152,250", Master's , D 
3148,ELMONT REHAB PT PC,   , D , H ,"54,080", Master's , D 
2546,HYPERGRID INC,   , D , H ,"135,000", Master's , D 
6785,VIINETWORK INC,   , D , H ,"115,000", Bachelor's , D 
3046,SPX HEAT TRANSFER LLC,   , D , H ,"112,961", Master's , D 
6579,SIRAHU CORP, D ,   , H ,"91,146", Master's , D 
967,BLACK PIXEL LUMINANCE LLC,   , D , H ,"140,000", Bachelor's , D 
1744,ADVANCED DESIGN SOLUTIONS INC, D ,   , H ,"70,000", Bachelor's , D 
8519,SHANGHAI SHENDA AMERICA LLC, D ,   , H ,"56,451", Master's , D 
4506,M FILES INC,   , D , H ,"78,000", Bachelor's , D 
420,EXPRESS ONE LOGISTICS INC, D ,   , H ,"75,000", Master's , D 
2409,DC ENERGY MANAGEMENT LP,   , D , H ,"145,000", Master's , D 
403,THINK CONSTRUCTION LLC, D ,   , H ,"87,000", Master's , D 
9806,TATA CONSULTANCY SERVICES LIMITED,   , D , H ,"75,200", Bachelor's , D 
4012,CERAS HEALTH INC,   , D , H ,"100,000", Master's , D 
3275,SMARTCARE LLC,   , D , H ,"56,160", Master's , D 
1217,OUTLOOK RESOURCES INC,   , D , H ,"40,000", Associate Degree , D 
9088,ATLAS GENERAL INSURANCE SVCS LLC, D ,   , H ,"81,037", Master's , D 
6904,ARCHITECTURAL SYNERGY & DESIGN PLL, D ,   , H ,"41,000", Master's , D 
7291,WOLFE RESEARCH LLC,   , D , H ,"225,000", Bachelor's , D 
1836,AMAZON COM INDC LLC, D ,   , H ,"145,000", Master's , D 
4312,OFFSITEDATASYNC.COM, D ,   , H ,"70,000", Bachelor's , D 
6107,COMMUNITY COUNSELLING SERVICE CO,   , D , H ,"110,000", Master's , D 
9283,SEABOARD FOODS LLC, D ,   , H ,"66,820", Master's , D 
1435,NATIONAL WIRE LLC,   , D , H ,"144,000", Bachelor's , D 
3420,TIGHTROPE INTERACTIVE INC, D ,   , H ,"82,930", Master's , D 
1185,AUTOGRAPH DESIGN,   , D , H ,"83,000", Bachelor's , D 
4962,ACCLARIS INC,   , D , H ,"107,100", Master's , D 
2675,LIFTPOINT CONSULTING INC,   , D , H ,"110,000", Master's , D 
8708,KYUNGSHIN-LEAR SALES & ENGRG LLC, D ,   , H ,"51,000", Bachelor's , D 
7263,PAUL SZETO LLC, D ,   , H ,"45,843", Master's , D 
3546,BEYOND INTERNATIONAL CORP LTD, D ,   , H ,"53,900", Master's , D 
4286,TVL INTERNATIONAL LLC, D ,   , H ,"60,000", Master's , D 
4150,MJ TAVARES ARCHITECTS, D ,   , H ,"48,000", Bachelor's , D 
8428,FORM DESIGN LLC, D ,   , H ,"39,484", Bachelor's , D 
5611,J G MASTERS INC DBA DESIGNEERS MID, D ,   , H ,"65,000", Master's , D 
3916,SEASONAL VISIONS INTERNATIONAL INC, D ,   , H ,"40,000", Master's , D 
9673,GADSDEN ELEMENTARY SCHOOL DIS N32,   , D , H ,"38,394", Master's , D 
9664,GOLDSTAR JEWELLERY LLC,   , D , H ,"80,000", Bachelor's , D 
9554,GP CELLULOSE LLC, D ,   , H ,"52,000", Bachelor's , D 
4860,ALDER BIOPHARMACEUTICALS INC,   , D , H ,"170,000", Master's , D 
1702,TINA CHOI PC, D ,   , H ,"47,465", Bachelor's , D 
3960,MIDSOUTH INFECTIOUS DISEASE ASSOCI,   , D , H ,"200,000", Professional Degree , D 
2594,IMPACT CONSULTING SOLUTIONS INC, D ,   , H ,"105,600", Master's , D 
8602,AMNEAL PHARMACEUTICALS LLC,   , D , H ,"71,472", Master's , D 
6847,KAYSEE LLC,   , D , H ,"102,669", Master's , D 
5440,NFL NATIONAL FOOTBALL LEAGUE ENTER,   , D , H ,"117,000", Doctorate , D 
5694,CENTIZEN INC,   , D , H ,"100,000", Bachelor's , D 
1112,SEDA DENTAL AT BOYNTON BEACH PA, D ,   , H ,"110,100", Professional Degree , D 
8554,DISCOVERY BENEFITS, D ,   , H ,"49,442", Bachelor's , D 
7229,CANDLE SCIENCE INC, D ,   , H ,"58,092", Master's , D 
399,PENSAR DEVELOPMENT INC,   , D , H ,"104,000", Bachelor's , D 
3880,MC SQUARED INC, D ,   , H ,"48,360", Master's , D 
3653,DENTAL ONE ASSOCIATES BELTWAY PC,   , D , H ,65, Professional Degree , D 
1992,SAN JUAN ONCOLOGY ASSOCIATES PC, D ,   , H ,"400,000", Professional Degree , D 
4316,LABCONNECT LLC, D ,   , H ,"51,046", Master's , D 
5772,DELOITTE TAX LLP,   , D , H ,"70,000", Master's , D 
4401,WIPRO LIMITED,   , D , H ,"61,610", Master's , D 
198,CITY OF LAS VEGAS,   , D , H ,"94,538", Master's , D 
88,HUMBOLDT GENERAL HOSPITAL, D ,   , H ,"53,456", Bachelor's , D 
621,ASML US LP,   , D , H ,"124,982", Bachelor's , D 
5772,DELOITTE TAX LLP,   , D , H ,"135,000", Master's , D 
3127,F TECH R&D NORTH AMERICA INC,   , D , H ,"85,850", Master's , D 
1977,2B WIRELESS LLC, D ,   , H ,"55,307", Master's , D 
757,BMM NORTH AM INC DBA BMM TESTLABS,   , D , H ,"74,651", Master's , D 
22,MODY PUMPS INC, D ,   , H ,"56,826", Bachelor's , D 
3428,LOOKSLIKE INC DBA EBIZAUTOS,   , D , H ,"106,000", Master's , D 
7475,HALLMARK REALTY DBA IRC & ASSO, D ,   , H ,"72,218", Master's , D 
6730,KAPPELLINI MEDICAL INC, D ,   , H ,"180,000", Professional Degree , D 
6589,WHIP SMART DEVELOPMENT INC,   , D , H ,"80,000", Master's , D 
5370,LEADIANT BIOSCIENCES INC, D ,   , H ,"230,000", Master's , D 
3514,ISTREAMPLANET CO LLC,   , D , H ,"134,457", Master's , D 
3170,POWER DRIVE LLC, D ,   , H ,"53,144", Master's , D 
2235,WYNN DESIGN & DEVELOPMENT LLC,   , D , H ,"130,000", Master's , D 
2771,DELPHI ASSET MGMT CORP, D ,   , H ,"165,000", Master's , D 
794,PROPLANT INC,   , D , H ,"159,515", Master's , D 
9521,COMPUTER MARKET RESEARCH LTD,   , D , H ,"63,500", Master's , D 
8197,ALPHA TECHNOLOGIES SERVICES INC,   , D , H ,"85,020", Master's , D 
7864,DAVIDSON INSTITUTE OF TALENT DVLP,   , D , H ,"62,120", Doctorate , D 
9322,GLYNLYON INC,   , D , H ,"131,000", Bachelor's , D 
7256,ALTAIRNANO INC,   , D , H ,"85,000", Master's , D 
5927,CARSON VALLEY MEDICAL CENTER,   , D , H ,"64,230", Bachelor's , D 
2430,FUSIONSTORM,   , D , H ,"162,750", Bachelor's , D 
7766,KROY LLC DBA BUCKEYE BUS PRODUCTS,   , D , H ,"58,000", Master's , D 
7425,TITLE21 SOFTWARE INC,   , D , H ,"110,000", Master's , D 
1724,NIKKISO CRYO INC, D ,   , H ,"92,000", Bachelor's , D 
295,SR CONSTRUCTION INC, D ,   , H ,"67,200", Master's , D 
9457,ROTELLA CAPITAL MANAGEMENT INC,   , D , H ,"140,000", Master's , D 
7980,HOLIDAY SYSTEMS INTERNATIONAL,   , D , H ,"67,500", Master's , D 
423,DM SOFTWARE INC,   , D , H ,"138,965", Bachelor's , D 
124,RENO ENGINEERING CORP, D ,   , H ,"72,000", Bachelor's , D 
2186,BUEHNER FRY INC DBA NAVIS,   , D , H ,"115,800", Bachelor's , D 
6175,BLUE PACIFIC FLAVOR AND FRAGRANCES, D ,   , H ,"44,413", Master's , D 
2880,SHAH ENTERPRISES INC, D ,   , H ,"110,864", Master's , D 
8853,ORMAT NEVADA INC,   , D , H ,"77,209", Associate Degree , D 
6164,BALLY GAMING INC D/B/A SG GAMING, D ,   , H ,"90,000", Master's , D 
4532,INTERACTIVE COMMUNICATIONS INTL IN,   , D , H ,"118,000", Bachelor's , D 
6195,TAIYO AMERICA INC,   , D , H ,"102,470", Bachelor's , D 
6932,SOUTH LYON HEALTH CENTER INC,   , D , H ,"63,232", Bachelor's , D 
1837,ROUND MOUNTAIN GOLD CORPORATION,   , D , H ,"160,680", Bachelor's , D 
9397,ARUZE GAMING AMERICA INC,   , D , H ,"110,000", Master's , D 
8997,LINCOLN COUNTY HOSP DIST DBA GROVE, D ,   , H ,"58,344", Bachelor's , D 
6024,BATTLE MOUNTAIN GENERAL HOSPITAL,   , D , H ,"62,150", Bachelor's , D 
7859,GOLDEN ROAD MOTOR INN DBA ATLANTIS, D ,   , H ,"85,000", Bachelor's , D 
6703,GCW INC, D ,   , H ,"62,733", Doctorate , D 
8383,MAKERS ARCHITECTURE & URBAN DESIGN, D ,   , H ,"62,400", Master's , D 
3564,ONE NEVADA CREDIT UNION,   , D , H ,"92,000", Master's , D 
535,WEBER STATE UNIVERSITY,   , D , H ,"82,232", Doctorate , D 
513,NORTH SANPETE SCHOOL DISTRICT, D ,   , H ,"38,712", Bachelor's , D 
507,OGDEN SCHOOL DISTRICT, D ,   , H ,"41,594", Bachelor's , D 
497,JORDAN SCHOOL DISTRICT, D ,   , H ,"59,425", Bachelor's , D 
486,DUCHESNE SCHOOL DISTRICT,   , D , H ,"28,410", Bachelor's , D 
480,BOX ELDER SCHOOL DISTRICT, D ,   , H ,"47,665", Master's , D 
7021,ANGELES COLLEGE, D ,   , H ,23, Master's , D 
2228,FLEET STAFF DBA STARK TALENT,   , D , H ,"116,480", Master's , D 
9804,CORE CONSULTING LLC,   , D , H ,"89,544", Bachelor's , D 
6046,WALLICK COMPANIES LLC, D ,   , H ,"47,500", Master's , D 
1699,BIOO SCIENTIFIC CORPORATION,   , D , H ,"177,000", Master's , D 
275,SAHARA HOME HEALTH CARE INC,   , D , H ,"80,000", Master's , D 
6282,INSULINK INSURANCE & FIN SVCS INC, D ,   , H ,"15,600", Master's , D 
4316,NEW LIFE COUNSELING WELLNESS INC,   , D , H ,"46,800", Master's , D 
7932,HUA DA CONSTRUCTION INC, D ,   , H ,"39,790", Master's , D 
575,WSO2 INC,   , D , H ,"120,732", Bachelor's , D 
7350,VINCULUMS SERVICES INC,   , D , H ,"140,000", Bachelor's , D 
8554,NEPHROLOGY & HYPERTENSION ASSOCS L, D ,   , H ,"26,000", Professional Degree , D 
2296,TD WANG ADVERTISING GROUP LLC DBA,   , D , H ,"54,000", Bachelor's , D 
7844,CAPCO ENERGY SOLUTIONS LLC,   , D , H ,"112,400", Bachelor's , D 
6627,THIRTY ONE GIFTS LLC,   , D , H ,"98,700", Bachelor's , D 
1932,THE METHODIST HOSPITAL RESEARCH IN, D ,   , H ,"75,000", Doctorate , D 
3997,FIX FLYER LLC,   , D , H ,"114,558", Master's , D 
5142,ROYAL CANIN USA INC,   , D , H ,"82,169", Master's , D 
4046,PLUMBING PRODUCTS GROUP INC,   , D , H ,"98,000", Master's , D 
3363,STRATEGIC IT SOLUTIONS INC,   , D , H ,"77,000", Bachelor's , D 
8321,FLODRAULIC GROUP INCORPORATED,   , D , H ,"102,000", Master's , D 
7610,BATEMAN HORNE CENTER OF EXCELLENCE, D ,   , H ,"55,000", Master's , D 
3880,TYBERA DEVELOPMENT GROUP INC,   , D , H ,"82,464", Master's , D 
3375,RICEBRAN TECHNOLOGIES,   , D , H ,"96,000", Master's , D 
8668,GALILEO PROCESSING INC,   , D , H ,"112,000", Master's , D 
6116,ACCESS DEVELOPMENT CORP VG LLC,   , D , H ,"108,218", Master's , D 
9954,BACKCOUNTRY COM LLC,   , D , H ,"90,000", Master's , D 
8226,THE WESTERN SUGAR COOPERATIVE,   , D , H ,"135,000", Bachelor's , D 
5005,ECLIPSE PRODUCT DEVELOPMENT INC, D ,   , H ,"65,000", Master's , D 
358,HUNTSMAN INTERNATIONAL LLC, D ,   , H ,"101,546", Professional Degree , D 
5484,LISTEN TECHNOLOGIES CORPORATION,   , D , H ,"72,446", Master's , D 
9958,FRANKLY MEDIA LLC,   , D , H ,"120,000", Bachelor's , D 
1719,CREXENDO INC,   , D , H ,"79,275", Bachelor's , D 
3331,KPC HEALTHCARE INC,   , D , H ,"90,000", Master's , D 
1601,FRANKLIN COVEY CLIENT SALES INC,   , D , H ,"85,000", Master's , D 
7105,COREL INC,   , D , H ,"64,000", Bachelor's , D 
174,EASTON TECHNICAL PRODUCTS INC, D ,   , H ,"56,576", Bachelor's , D 
5674,BRAINSTORM INC,   , D , H ,"110,000", Master's , D 
3572,PALRAM AMERICAS INC,   , D , H ,"57,222", Bachelor's , D 
9720,PARKER INTL INC,   , D , H ,"75,000", Master's , D 
6090,UINTA BREWING, D ,   , H ,"125,000", Master's , D 
5338,TESTOUT CORPORATION,   , D , H ,"59,488", Bachelor's , D 
4454,CHRISTENSEN INDUSTRIES FKA MICRO,   , D , H ,"54,080", Master's , D 
5967,EVELYN MANUFACTURING, D ,   , H ,"75,000", Bachelor's , D 
5304,TOUCHTUNES MUSIC CORPORATION,   , D , H ,"190,000", Master's , D 
7597,UBS BANK USA,   , D , H ,"115,000", Master's , D 
1909,INTERMOUNTAIN CONSUMER PROF,   , D , H ,"105,040", Master's , D 
7930,KANE COUNTY HR SPECIAL SVC DIST DB,   , D , H ,"53,685", Bachelor's , D 
7059,UNDERGROUND SOLUTIONS INC, D ,   , H ,"58,510", Bachelor's , D 
6373,ACADEMY MORTGAGE CORPORATION, D ,   , H ,"72,197", Master's , D 
450,INUVO INC, D ,   , H ,"65,790", Master's , D 
7695,MERIT MEDICAL SYSTEMS INC,   , D , H ,"120,819", Master's , D 
7375,HALLMARK FINANCIAL SVCS INC,   , D , H ,"94,000", Master's , D 
2441,BIOLASE INC,   , D , H ,"111,660", Master's , D 
8831,ENERGY MANAGEMENT CORPORATION,   , D , H ,"52,500", Master's , D 
9324,CENTRAL VALLEY MEDICAL CENTER,   , D , H ,"54,080", Master's , D 
9198,DESERT CHRISTIAN SCHOOLS,   , D , H ,"37,724", Bachelor's , D 
8827,MITEK SYSTEMS INC,   , D , H ,"120,000", Master's , D 
8859,DAVITA MEDICAL FLORIDA INC,   , D , H ,"245,000", Professional Degree , D 
7018,WCF MUTUAL INSURANCE DBA WCF INSUR,   , D , H ,"127,000", Bachelor's , D 
8877,CLEARONE INC,   , D , H ,"120,104", Bachelor's , D 
7881,J N WARD & ASSO DBA WARD ENGINEERI, D ,   , H ,"49,133", Master's , D 
9324,HOLY CROSS MINISTRIES,   , D , H ,"53,290", Bachelor's , D 
2601,IDFL LABORATORY INSTITUTE,   , D , H ,"80,912", Bachelor's , D 
6957,ULTRADENT PRODUCTS INC,   , D , H ,"115,000", Master's , D 
5228,HAYNIE & CO, D ,   , H ,"52,000", Bachelor's , D 
9391,WASATCH ADVISORS INC,   , D , H ,"100,000", Bachelor's , D 
790,PRO MARK INC DBA ORBIT IRRIGATION,   , D , H ,"61,772", Master's , D 
194,WASATCH ACADEMY,   , D , H ,"46,350", Bachelor's , D 
5967,ASSIST INC,   , D , H ,"10,920", Master's , D 
5115,SAINT JOSEPH CATHOLIC HIGH SCHOOL, D ,   , H ,"57,470", Doctorate , D 
2025,PROVO CRAFT & NOVELTY INC,   , D , H ,"65,000", Master's , D 
4341,CORPORATION OF THE PRESIDING,   , D , H ,"131,000", Bachelor's , D 
2611,GENEVA ROCK PRODUCTS INC,   , D , H ,"103,146", Bachelor's , D 
4017,PEOPLE S INTERMOUNTAIN BANK DBA BA, D ,   , H ,"56,659", Master's , D 
3684,FLOWING WELLS SCHOOL DISTRICT,   , D , H ,"35,000", Master's , D 
2983,BAGDAD UNIFIED SCHOOL DISTRICT, D ,   , H ,"48,400", Bachelor's , D 
562,PRESCOTT UNIFIED SCHOOL DISTRICT,   , D , H ,"40,086", Bachelor's , D 
537,TOLLESON UNION HIGH SCHOOL DISTRI, D ,   , H ,"49,014", Master's , D 
523,CAVE CREEK UNIFIED SCHOOL DISTRICT, D ,   , H ,"37,159", Bachelor's , D 
522,PENDERGAST ELEMENTARY SCH DIST 92,   , D , H ,"63,695", Master's , D 
505,HIGLEY UNIFIED SCHOOL DIST, D ,   , H ,"44,150", Master's , D 
494,KYRENE ELEMENTARY SCH DIST 28, D ,   , H ,"45,225", Master's , D 
490,TOLLESON ELEMENTARY SCHOOL DIST 17, D ,   , H ,"38,194", Bachelor's , D 
468,MORENCI UNIFIED SCHOOL DISTRICT,   , D , H ,"43,400", Master's , D 
8331,TWO95 INTERNATIONAL,   , D , H ,"100,000", Master's , D 
5697,EPATHUSA INC,   , D , H ,"100,000", Master's , D 
1039,YD HARDWOOD FLOORS USA INC, D ,   , H ,"41,226", Master's , D 
662,HALO PURELY FOR PETS INC, D ,   , H ,"75,000", Bachelor's , D 
4007,WENDROFF & ASSOCIATES LLC, D ,   , H ,"56,971", Master's , D 
3452,SUREFIRE PILOTLESS BURNER SYSS LLC, D ,   , H ,"42,500", Master's , D 
8772,BRIGHTON COLLECTIBLES LLC, D ,   , H ,"45,781", Bachelor's , D 
5434,NEW IRON GROUP INC, D ,   , H ,"90,010", Bachelor's , D 
3800,DATA S SOLUTIONS LLC,   , D , H ,"115,000", Bachelor's , D 
5548,PEARL CONSULTING SVCS INC,   , D , H ,"80,000", Bachelor's , D 
3337,SECURITY COUNCIL REPORT, D ,   , H ,"65,000", Master's , D 
1395,CONDUENT FEDERAL SOLUTIONS LLC, D ,   , H ,"90,000", Bachelor's , D 
2837,CALLFIRE INC,   , D , H ,"118,450", Bachelor's , D 
3940,OPTELLENT INC, D ,   , H ,"60,000", Master's , D 
2093,SG AMERICAS OPERATIONAL SVCS INC, D ,   , H ,"126,000", Bachelor's , D 
5510,SPLUNK INC,   , D , H ,"180,000", Master's , D 
7944,MUSCULOSKELETAL CLINICAL REGULATOR, D ,   , H ,"55,765", Master's , D 
7726,VIEW CAPITAL ADVISORS LLC,   , D , H ,"96,000", Bachelor's , D 
337,BULLDOG MARINE INC DBA BANYAN MARI,   , D , H ,"173,680", Bachelor's , D 
2180,ENTRATA INC, D ,   , H ,"72,000", Master's , D 
5161,SINGHAL COMPANY INC,   , D , H ,"140,000", Master's , D 
4411,JIBUNU LLC,   , D , H ,"83,678", Master's , D 
